"Story","Title","Result","Date","Stability","Duration (s)"
"Agendar una cita, elegir el servicio, barbero, dia hora","Agendar una cita","SUCCESS","2025-06-05T11:28:29.7226952-05:00[America/Bogota]","0.0","9.9"
