"Story","Title","Result","Date","Stability","Duration (s)"
"Entrar al apartado de usuarios y visualizar todos los usuarios registrados","Visualizar todos los productos que se encuentren agregados en la pagina MysticalCut","FAILURE","2025-06-18T15:59:29.2827752-05:00[America/Bogota]","0.0","7.81"
