"Story","Title","Result","Date","Stability","Duration (s)"
"Entrar al apartado de usuarios y visualizar todos los usuarios registrados","Eliminar un producto que se encuentren agregados en la pagina MysticalCut","ERROR","2025-06-18T15:50:23.3786195-05:00[America/Bogota]","0.0","8.53"
